GEOID,CTYNAME,RACE,SEX,AGEGRP,YEAR,POPULATION
47035,Cumberland,2,1,17,2043,12
47035,Cumberland,2,1,18,2043,13
47035,Cumberland,2,2,1,2043,26
47035,Cumberland,2,2,2,2043,31
47035,Cumberland,2,2,3,2043,30
47035,Cumberland,2,2,4,2043,32
47035,Cumberland,2,2,5,2043,31
47035,Cumberland,2,2,6,2043,26
47035,Cumberland,2,2,7,2043,24
47035,Cumberland,2,2,8,2043,23
47035,Cumberland,2,2,9,2043,22
47035,Cumberland,2,2,10,2043,22
47035,Cumberland,2,2,11,2043,21
47035,Cumberland,2,2,12,2043,21
47035,Cumberland,2,2,13,2043,24
47035,Cumberland,2,2,14,2043,25
47035,Cumberland,2,2,15,2043,22
47035,Cumberland,2,2,16,2043,15
47035,Cumberland,2,2,17,2043,5
47035,Cumberland,2,2,18,2043,4
47035,Cumberland,3,1,1,2043,215
47035,Cumberland,3,1,2,2043,197
47035,Cumberland,3,1,3,2043,169
47035,Cumberland,3,1,4,2043,151
47035,Cumberland,3,1,5,2043,142
47035,Cumberland,3,1,6,2043,139
47035,Cumberland,3,1,7,2043,117
47035,Cumberland,3,1,8,2043,103
47035,Cumberland,3,1,9,2043,89
47035,Cumberland,3,1,10,2043,75
47035,Cumberland,3,1,11,2043,74
47035,Cumberland,3,1,12,2043,88
47035,Cumberland,3,1,13,2043,89
47035,Cumberland,3,1,14,2043,95
47035,Cumberland,3,1,15,2043,82
47035,Cumberland,3,1,16,2043,61
47035,Cumberland,3,1,17,2043,38
47035,Cumberland,3,1,18,2043,29
47035,Cumberland,3,2,1,2043,223
47035,Cumberland,3,2,2,2043,193
47035,Cumberland,3,2,3,2043,173
47035,Cumberland,3,2,4,2043,156
47035,Cumberland,3,2,5,2043,126
47035,Cumberland,3,2,6,2043,111
47035,Cumberland,3,2,7,2043,134
47035,Cumberland,3,2,8,2043,112
47035,Cumberland,3,2,9,2043,105
47035,Cumberland,3,2,10,2043,110
47035,Cumberland,3,2,11,2043,99
47035,Cumberland,3,2,12,2043,85
47035,Cumberland,3,2,13,2043,74
47035,Cumberland,3,2,14,2043,73
47035,Cumberland,3,2,15,2043,70
47035,Cumberland,3,2,16,2043,60
47035,Cumberland,3,2,17,2043,47
47035,Cumberland,3,2,18,2043,56
47035,Cumberland,4,1,1,2043,72
47035,Cumberland,4,1,2,2043,71
47035,Cumberland,4,1,3,2043,72
47035,Cumberland,4,1,4,2043,76
47035,Cumberland,4,1,5,2043,90
47035,Cumberland,4,1,6,2043,90
47035,Cumberland,4,1,7,2043,90
47035,Cumberland,4,1,8,2043,82
47035,Cumberland,4,1,9,2043,72
47035,Cumberland,4,1,10,2043,50
47035,Cumberland,4,1,11,2043,46
47035,Cumberland,4,1,12,2043,51
47035,Cumberland,4,1,13,2043,53
47035,Cumberland,4,1,14,2043,75
47035,Cumberland,4,1,15,2043,67
47035,Cumberland,4,1,16,2043,47
47035,Cumberland,4,1,17,2043,31
47035,Cumberland,4,1,18,2043,26
47035,Cumberland,4,2,1,2043,91
47035,Cumberland,4,2,2,2043,105
47035,Cumberland,4,2,3,2043,102
47035,Cumberland,4,2,4,2043,92
47035,Cumberland,4,2,5,2043,78
47035,Cumberland,4,2,6,2043,74
47035,Cumberland,4,2,7,2043,71
47035,Cumberland,4,2,8,2043,63
47035,Cumberland,4,2,9,2043,55
47035,Cumberland,4,2,10,2043,44
47035,Cumberland,4,2,11,2043,41
47035,Cumberland,4,2,12,2043,42
47035,Cumberland,4,2,13,2043,48
47035,Cumberland,4,2,14,2043,65
47035,Cumberland,4,2,15,2043,61
47035,Cumberland,4,2,16,2043,55
47035,Cumberland,4,2,17,2043,52
47035,Cumberland,4,2,18,2043,60
47037,Davidson,1,1,1,2043,15573
47037,Davidson,1,1,2,2043,12089
47037,Davidson,1,1,3,2043,9994
47037,Davidson,1,1,4,2043,10036
47037,Davidson,1,1,5,2043,11342
47037,Davidson,1,1,6,2043,16376
47037,Davidson,1,1,7,2043,19549
47037,Davidson,1,1,8,2043,18432
47037,Davidson,1,1,9,2043,16711
47037,Davidson,1,1,10,2043,15378
47037,Davidson,1,1,11,2043,14542
47037,Davidson,1,1,12,2043,13517
47037,Davidson,1,1,13,2043,12047
47037,Davidson,1,1,14,2043,10319
47037,Davidson,1,1,15,2043,8475
47037,Davidson,1,1,16,2043,6169
47037,Davidson,1,1,17,2043,4124
47037,Davidson,1,1,18,2043,3961
47037,Davidson,1,2,1,2043,14982
47037,Davidson,1,2,2,2043,11653
47037,Davidson,1,2,3,2043,9554
47037,Davidson,1,2,4,2043,9713
47037,Davidson,1,2,5,2043,14037
47037,Davidson,1,2,6,2043,24782
47037,Davidson,1,2,7,2043,27571
47037,Davidson,1,2,8,2043,23438
47037,Davidson,1,2,9,2043,19461
47037,Davidson,1,2,10,2043,16659
47037,Davidson,1,2,11,2043,14908
47037,Davidson,1,2,12,2043,13969
47037,Davidson,1,2,13,2043,12697
47037,Davidson,1,2,14,2043,11215
47037,Davidson,1,2,15,2043,9638
47037,Davidson,1,2,16,2043,7646
47037,Davidson,1,2,17,2043,5805
47037,Davidson,1,2,18,2043,7288
47037,Davidson,2,1,1,2043,4709
47037,Davidson,2,1,2,2043,4767
47037,Davidson,2,1,3,2043,4989
47037,Davidson,2,1,4,2043,5718
47037,Davidson,2,1,5,2043,6135
47037,Davidson,2,1,6,2043,7903
47037,Davidson,2,1,7,2043,8054
47037,Davidson,2,1,8,2043,7266
47037,Davidson,2,1,9,2043,6706
47037,Davidson,2,1,10,2043,6134
47037,Davidson,2,1,11,2043,5656
47037,Davidson,2,1,12,2043,5376
47037,Davidson,2,1,13,2043,4807
47037,Davidson,2,1,14,2043,4049
47037,Davidson,2,1,15,2043,3122
47037,Davidson,2,1,16,2043,2141
47037,Davidson,2,1,17,2043,1328
47037,Davidson,2,1,18,2043,1133
47037,Davidson,2,2,1,2043,4630
47037,Davidson,2,2,2,2043,4771
47037,Davidson,2,2,3,2043,5001
47037,Davidson,2,2,4,2043,5897
47037,Davidson,2,2,5,2043,6283
47037,Davidson,2,2,6,2043,5808
47037,Davidson,2,2,7,2043,6192
47037,Davidson,2,2,8,2043,6338
47037,Davidson,2,2,9,2043,6580
47037,Davidson,2,2,10,2043,6556
47037,Davidson,2,2,11,2043,6447
47037,Davidson,2,2,12,2043,6387
47037,Davidson,2,2,13,2043,6105
47037,Davidson,2,2,14,2043,5465
47037,Davidson,2,2,15,2043,4519
47037,Davidson,2,2,16,2043,3438
47037,Davidson,2,2,17,2043,2462
47037,Davidson,2,2,18,2043,2765
47037,Davidson,3,1,1,2043,7146
47037,Davidson,3,1,2,2043,6487
47037,Davidson,3,1,3,2043,6011
47037,Davidson,3,1,4,2043,5389
47037,Davidson,3,1,5,2043,4715
47037,Davidson,3,1,6,2043,4230
47037,Davidson,3,1,7,2043,3705
47037,Davidson,3,1,8,2043,3184
47037,Davidson,3,1,9,2043,2850
47037,Davidson,3,1,10,2043,2608
47037,Davidson,3,1,11,2043,2415
47037,Davidson,3,1,12,2043,2157
47037,Davidson,3,1,13,2043,1862
47037,Davidson,3,1,14,2043,1460
47037,Davidson,3,1,15,2043,1137
47037,Davidson,3,1,16,2043,699
47037,Davidson,3,1,17,2043,381
47037,Davidson,3,1,18,2043,344
47037,Davidson,3,2,1,2043,7323
47037,Davidson,3,2,2,2043,6704
47037,Davidson,3,2,3,2043,6256
47037,Davidson,3,2,4,2043,5523
47037,Davidson,3,2,5,2043,4908
47037,Davidson,3,2,6,2043,4410
47037,Davidson,3,2,7,2043,3899
47037,Davidson,3,2,8,2043,3461
47037,Davidson,3,2,9,2043,3057
47037,Davidson,3,2,10,2043,2595
47037,Davidson,3,2,11,2043,2269
47037,Davidson,3,2,12,2043,1975
47037,Davidson,3,2,13,2043,1763
47037,Davidson,3,2,14,2043,1476
47037,Davidson,3,2,15,2043,1219
47037,Davidson,3,2,16,2043,850
47037,Davidson,3,2,17,2043,528
47037,Davidson,3,2,18,2043,497
47037,Davidson,4,1,1,2043,2462
47037,Davidson,4,1,2,2043,2218
47037,Davidson,4,1,3,2043,2028
47037,Davidson,4,1,4,2043,2075
47037,Davidson,4,1,5,2043,2248
47037,Davidson,4,1,6,2043,2901
47037,Davidson,4,1,7,2043,3565
47037,Davidson,4,1,8,2043,3349
47037,Davidson,4,1,9,2043,2674
47037,Davidson,4,1,10,2043,2276
47037,Davidson,4,1,11,2043,1987
47037,Davidson,4,1,12,2043,1695
47037,Davidson,4,1,13,2043,1416
47037,Davidson,4,1,14,2043,1096
47037,Davidson,4,1,15,2043,821
47037,Davidson,4,1,16,2043,582
47037,Davidson,4,1,17,2043,365
47037,Davidson,4,1,18,2043,283
47037,Davidson,4,2,1,2043,2823
47037,Davidson,4,2,2,2043,2562
47037,Davidson,4,2,3,2043,2287
47037,Davidson,4,2,4,2043,2285
47037,Davidson,4,2,5,2043,2299
47037,Davidson,4,2,6,2043,2798
47037,Davidson,4,2,7,2043,3147
47037,Davidson,4,2,8,2043,2890
47037,Davidson,4,2,9,2043,2656
47037,Davidson,4,2,10,2043,2439
47037,Davidson,4,2,11,2043,2158
47037,Davidson,4,2,12,2043,1836
47037,Davidson,4,2,13,2043,1547
47037,Davidson,4,2,14,2043,1259
47037,Davidson,4,2,15,2043,991
47037,Davidson,4,2,16,2043,723
47037,Davidson,4,2,17,2043,499
47037,Davidson,4,2,18,2043,510
47039,Decatur,1,1,1,2043,213
47039,Decatur,1,1,2,2043,225
47039,Decatur,1,1,3,2043,275
47039,Decatur,1,1,4,2043,280
47039,Decatur,1,1,5,2043,257
47039,Decatur,1,1,6,2043,245
47039,Decatur,1,1,7,2043,235
47039,Decatur,1,1,8,2043,251
47039,Decatur,1,1,9,2043,280
47039,Decatur,1,1,10,2043,285
47039,Decatur,1,1,11,2043,317
47039,Decatur,1,1,12,2043,339
47039,Decatur,1,1,13,2043,357
47039,Decatur,1,1,14,2043,354
47039,Decatur,1,1,15,2043,323
47039,Decatur,1,1,16,2043,247
47039,Decatur,1,1,17,2043,158
47039,Decatur,1,1,18,2043,124
47039,Decatur,1,2,1,2043,195
47039,Decatur,1,2,2,2043,200
47039,Decatur,1,2,3,2043,232
47039,Decatur,1,2,4,2043,231
47039,Decatur,1,2,5,2043,210
47039,Decatur,1,2,6,2043,209
47039,Decatur,1,2,7,2043,219
47039,Decatur,1,2,8,2043,238
47039,Decatur,1,2,9,2043,261
47039,Decatur,1,2,10,2043,267
47039,Decatur,1,2,11,2043,289
47039,Decatur,1,2,12,2043,336
47039,Decatur,1,2,13,2043,366
47039,Decatur,1,2,14,2043,366
47039,Decatur,1,2,15,2043,346
47039,Decatur,1,2,16,2043,272
47039,Decatur,1,2,17,2043,205
47039,Decatur,1,2,18,2043,238
47039,Decatur,2,1,1,2043,7
47039,Decatur,2,1,2,2043,9
47039,Decatur,2,1,3,2043,6
47039,Decatur,2,1,4,2043,6
47039,Decatur,2,1,5,2043,4
47039,Decatur,2,1,6,2043,4
47039,Decatur,2,1,7,2043,5
47039,Decatur,2,1,8,2043,9
47039,Decatur,2,1,9,2043,9
47039,Decatur,2,1,10,2043,6
47039,Decatur,2,1,11,2043,10
47039,Decatur,2,1,12,2043,17
47039,Decatur,2,1,13,2043,18
47039,Decatur,2,1,14,2043,19
47039,Decatur,2,1,15,2043,17
47039,Decatur,2,1,16,2043,11
47039,Decatur,2,1,17,2043,5
47039,Decatur,2,1,18,2043,2
47039,Decatur,2,2,1,2043,7
47039,Decatur,2,2,2,2043,7
47039,Decatur,2,2,3,2043,7
47039,Decatur,2,2,4,2043,7
47039,Decatur,2,2,5,2043,6
47039,Decatur,2,2,6,2043,4
47039,Decatur,2,2,7,2043,4
47039,Decatur,2,2,8,2043,3
47039,Decatur,2,2,9,2043,4
47039,Decatur,2,2,10,2043,5
47039,Decatur,2,2,11,2043,2
47039,Decatur,2,2,12,2043,2
47039,Decatur,2,2,13,2043,6
47039,Decatur,2,2,14,2043,6
47039,Decatur,2,2,15,2043,7
47039,Decatur,2,2,16,2043,8
47039,Decatur,2,2,17,2043,2
47039,Decatur,2,2,18,2043,1
47039,Decatur,3,1,1,2043,21
47039,Decatur,3,1,2,2043,18
47039,Decatur,3,1,3,2043,25
47039,Decatur,3,1,4,2043,23
47039,Decatur,3,1,5,2043,20
47039,Decatur,3,1,6,2043,21
47039,Decatur,3,1,7,2043,17
47039,Decatur,3,1,8,2043,15
47039,Decatur,3,1,9,2043,15
47039,Decatur,3,1,10,2043,15
47039,Decatur,3,1,11,2043,17
47039,Decatur,3,1,12,2043,20
47039,Decatur,3,1,13,2043,15
47039,Decatur,3,1,14,2043,14
47039,Decatur,3,1,15,2043,7
47039,Decatur,3,1,16,2043,5
47039,Decatur,3,1,17,2043,3
47039,Decatur,3,1,18,2043,1
47039,Decatur,3,2,1,2043,32
47039,Decatur,3,2,2,2043,26
47039,Decatur,3,2,3,2043,33
47039,Decatur,3,2,4,2043,28
47039,Decatur,3,2,5,2043,22
47039,Decatur,3,2,6,2043,18
47039,Decatur,3,2,7,2043,17
47039,Decatur,3,2,8,2043,26
47039,Decatur,3,2,9,2043,30
47039,Decatur,3,2,10,2043,27
47039,Decatur,3,2,11,2043,24
47039,Decatur,3,2,12,2043,21
47039,Decatur,3,2,13,2043,11
47039,Decatur,3,2,14,2043,9
47039,Decatur,3,2,15,2043,14
47039,Decatur,3,2,16,2043,3
47039,Decatur,3,2,17,2043,4
47039,Decatur,3,2,18,2043,1
47039,Decatur,4,1,1,2043,23
47039,Decatur,4,1,2,2043,23
47039,Decatur,4,1,3,2043,18
47039,Decatur,4,1,4,2043,19
47039,Decatur,4,1,5,2043,14
47039,Decatur,4,1,6,2043,18
47039,Decatur,4,1,7,2043,16
47039,Decatur,4,1,8,2043,13
47039,Decatur,4,1,9,2043,10
47039,Decatur,4,1,10,2043,10
47039,Decatur,4,1,11,2043,9
47039,Decatur,4,1,12,2043,9
47039,Decatur,4,1,13,2043,13
47039,Decatur,4,1,14,2043,19
47039,Decatur,4,1,15,2043,14
47039,Decatur,4,1,16,2043,10
47039,Decatur,4,1,17,2043,7
47039,Decatur,4,1,18,2043,15
47039,Decatur,4,2,1,2043,29
47039,Decatur,4,2,2,2043,33
47039,Decatur,4,2,3,2043,33
47039,Decatur,4,2,4,2043,30
47039,Decatur,4,2,5,2043,24
47039,Decatur,4,2,6,2043,22
47039,Decatur,4,2,7,2043,19
47039,Decatur,4,2,8,2043,15
47039,Decatur,4,2,9,2043,12
47039,Decatur,4,2,10,2043,11
47039,Decatur,4,2,11,2043,9
47039,Decatur,4,2,12,2043,5
47039,Decatur,4,2,13,2043,8
47039,Decatur,4,2,14,2043,10
47039,Decatur,4,2,15,2043,9
47039,Decatur,4,2,16,2043,7
47039,Decatur,4,2,17,2043,11
47039,Decatur,4,2,18,2043,6
47041,DeKalb,1,1,1,2043,522
47041,DeKalb,1,1,2,2043,541
47041,DeKalb,1,1,3,2043,566
47041,DeKalb,1,1,4,2043,564
47041,DeKalb,1,1,5,2043,526
47041,DeKalb,1,1,6,2043,574
47041,DeKalb,1,1,7,2043,568
47041,DeKalb,1,1,8,2043,568
47041,DeKalb,1,1,9,2043,587
47041,DeKalb,1,1,10,2043,599
47041,DeKalb,1,1,11,2043,636
47041,DeKalb,1,1,12,2043,656
47041,DeKalb,1,1,13,2043,654
47041,DeKalb,1,1,14,2043,636
47041,DeKalb,1,1,15,2043,572
47041,DeKalb,1,1,16,2043,424
47041,DeKalb,1,1,17,2043,263
47041,DeKalb,1,1,18,2043,199
47041,DeKalb,1,2,1,2043,470
47041,DeKalb,1,2,2,2043,486
47041,DeKalb,1,2,3,2043,535
47041,DeKalb,1,2,4,2043,499
47041,DeKalb,1,2,5,2043,482
47041,DeKalb,1,2,6,2043,527
47041,DeKalb,1,2,7,2043,581
47041,DeKalb,1,2,8,2043,576
47041,DeKalb,1,2,9,2043,575
47041,DeKalb,1,2,10,2043,577
47041,DeKalb,1,2,11,2043,599
47041,DeKalb,1,2,12,2043,678
47041,DeKalb,1,2,13,2043,680
47041,DeKalb,1,2,14,2043,672
47041,DeKalb,1,2,15,2043,616
47041,DeKalb,1,2,16,2043,490
47041,DeKalb,1,2,17,2043,333
47041,DeKalb,1,2,18,2043,323
47041,DeKalb,2,1,1,2043,17
47041,DeKalb,2,1,2,2043,19
47041,DeKalb,2,1,3,2043,15
47041,DeKalb,2,1,4,2043,15
47041,DeKalb,2,1,5,2043,14
47041,DeKalb,2,1,6,2043,21
47041,DeKalb,2,1,7,2043,23
47041,DeKalb,2,1,8,2043,21
47041,DeKalb,2,1,9,2043,19
47041,DeKalb,2,1,10,2043,18
47041,DeKalb,2,1,11,2043,18
47041,DeKalb,2,1,12,2043,18
47041,DeKalb,2,1,13,2043,20
47041,DeKalb,2,1,14,2043,20
47041,DeKalb,2,1,15,2043,20
47041,DeKalb,2,1,16,2043,6
47041,DeKalb,2,1,17,2043,1
47041,DeKalb,2,1,18,2043,3
47041,DeKalb,2,2,1,2043,14
47041,DeKalb,2,2,2,2043,16
47041,DeKalb,2,2,3,2043,13
47041,DeKalb,2,2,4,2043,19
47041,DeKalb,2,2,5,2043,20
47041,DeKalb,2,2,6,2043,18
47041,DeKalb,2,2,7,2043,15
47041,DeKalb,2,2,8,2043,14
47041,DeKalb,2,2,9,2043,11
47041,DeKalb,2,2,10,2043,11
47041,DeKalb,2,2,11,2043,7
47041,DeKalb,2,2,12,2043,7
47041,DeKalb,2,2,13,2043,11
47041,DeKalb,2,2,14,2043,12
47041,DeKalb,2,2,15,2043,7
47041,DeKalb,2,2,16,2043,6
47041,DeKalb,2,2,17,2043,5
47041,DeKalb,2,2,18,2043,8
47041,DeKalb,3,1,1,2043,133
47041,DeKalb,3,1,2,2043,107
47041,DeKalb,3,1,3,2043,108
47041,DeKalb,3,1,4,2043,99
47041,DeKalb,3,1,5,2043,85
47041,DeKalb,3,1,6,2043,85
47041,DeKalb,3,1,7,2043,133
47041,DeKalb,3,1,8,2043,147
47041,DeKalb,3,1,9,2043,108
47041,DeKalb,3,1,10,2043,99
47041,DeKalb,3,1,11,2043,78
47041,DeKalb,3,1,12,2043,75
47041,DeKalb,3,1,13,2043,67
47041,DeKalb,3,1,14,2043,48
47041,DeKalb,3,1,15,2043,38
47041,DeKalb,3,1,16,2043,28
47041,DeKalb,3,1,17,2043,14
47041,DeKalb,3,1,18,2043,2
47041,DeKalb,3,2,1,2043,129
47041,DeKalb,3,2,2,2043,120
47041,DeKalb,3,2,3,2043,117
47041,DeKalb,3,2,4,2043,109
47041,DeKalb,3,2,5,2043,102
47041,DeKalb,3,2,6,2043,82
47041,DeKalb,3,2,7,2043,98
47041,DeKalb,3,2,8,2043,98
47041,DeKalb,3,2,9,2043,81
47041,DeKalb,3,2,10,2043,81
47041,DeKalb,3,2,11,2043,74
47041,DeKalb,3,2,12,2043,65
47041,DeKalb,3,2,13,2043,56
47041,DeKalb,3,2,14,2043,40
47041,DeKalb,3,2,15,2043,35
47041,DeKalb,3,2,16,2043,24
47041,DeKalb,3,2,17,2043,16
47041,DeKalb,3,2,18,2043,17
47041,DeKalb,4,1,1,2043,38
47041,DeKalb,4,1,2,2043,38
47041,DeKalb,4,1,3,2043,39
47041,DeKalb,4,1,4,2043,30
47041,DeKalb,4,1,5,2043,30
47041,DeKalb,4,1,6,2043,36
47041,DeKalb,4,1,7,2043,38
47041,DeKalb,4,1,8,2043,37
47041,DeKalb,4,1,9,2043,35
47041,DeKalb,4,1,10,2043,31
47041,DeKalb,4,1,11,2043,34
47041,DeKalb,4,1,12,2043,37
47041,DeKalb,4,1,13,2043,41
47041,DeKalb,4,1,14,2043,43
47041,DeKalb,4,1,15,2043,34
47041,DeKalb,4,1,16,2043,20
47041,DeKalb,4,1,17,2043,12
47041,DeKalb,4,1,18,2043,11
47041,DeKalb,4,2,1,2043,50
47041,DeKalb,4,2,2,2043,48
47041,DeKalb,4,2,3,2043,44
47041,DeKalb,4,2,4,2043,40
47041,DeKalb,4,2,5,2043,35
47041,DeKalb,4,2,6,2043,31
47041,DeKalb,4,2,7,2043,29
47041,DeKalb,4,2,8,2043,27
47041,DeKalb,4,2,9,2043,86
47041,DeKalb,4,2,10,2043,96
47041,DeKalb,4,2,11,2043,61
47041,DeKalb,4,2,12,2043,49
47041,DeKalb,4,2,13,2043,44
47041,DeKalb,4,2,14,2043,35
47041,DeKalb,4,2,15,2043,32
47041,DeKalb,4,2,16,2043,18
47041,DeKalb,4,2,17,2043,13
47041,DeKalb,4,2,18,2043,14
47043,Dickson,1,1,1,2043,1468
47043,Dickson,1,1,2,2043,1490
47043,Dickson,1,1,3,2043,1563
47043,Dickson,1,1,4,2043,1569
47043,Dickson,1,1,5,2043,1422
47043,Dickson,1,1,6,2043,1495
47043,Dickson,1,1,7,2043,1618
47043,Dickson,1,1,8,2043,1712
47043,Dickson,1,1,9,2043,1834
47043,Dickson,1,1,10,2043,1904
47043,Dickson,1,1,11,2043,1939
47043,Dickson,1,1,12,2043,1906
47043,Dickson,1,1,13,2043,1787
47043,Dickson,1,1,14,2043,1626
47043,Dickson,1,1,15,2043,1408
47043,Dickson,1,1,16,2043,1070
47043,Dickson,1,1,17,2043,696
47043,Dickson,1,1,18,2043,516
47043,Dickson,1,2,1,2043,1418
47043,Dickson,1,2,2,2043,1464
47043,Dickson,1,2,3,2043,1571
47043,Dickson,1,2,4,2043,1464
47043,Dickson,1,2,5,2043,1357
47043,Dickson,1,2,6,2043,1553
47043,Dickson,1,2,7,2043,1770
47043,Dickson,1,2,8,2043,1813
47043,Dickson,1,2,9,2043,1805
47043,Dickson,1,2,10,2043,1793
47043,Dickson,1,2,11,2043,1799
47043,Dickson,1,2,12,2043,1848
47043,Dickson,1,2,13,2043,1826
47043,Dickson,1,2,14,2043,1753
47043,Dickson,1,2,15,2043,1589
47043,Dickson,1,2,16,2043,1293
47043,Dickson,1,2,17,2043,910
47043,Dickson,1,2,18,2043,879
47043,Dickson,2,1,1,2043,40
47043,Dickson,2,1,2,2043,40
47043,Dickson,2,1,3,2043,44
47043,Dickson,2,1,4,2043,56
47043,Dickson,2,1,5,2043,57
47043,Dickson,2,1,6,2043,81
47043,Dickson,2,1,7,2043,104
47043,Dickson,2,1,8,2043,105
47043,Dickson,2,1,9,2043,95
47043,Dickson,2,1,10,2043,97
47043,Dickson,2,1,11,2043,97
47043,Dickson,2,1,12,2043,89
47043,Dickson,2,1,13,2043,83
47043,Dickson,2,1,14,2043,66
47043,Dickson,2,1,15,2043,48
47043,Dickson,2,1,16,2043,34
47043,Dickson,2,1,17,2043,21
47043,Dickson,2,1,18,2043,20
47043,Dickson,2,2,1,2043,35
47043,Dickson,2,2,2,2043,41
47043,Dickson,2,2,3,2043,41
47043,Dickson,2,2,4,2043,41
47043,Dickson,2,2,5,2043,42
47043,Dickson,2,2,6,2043,43
47043,Dickson,2,2,7,2043,48
47043,Dickson,2,2,8,2043,53
47043,Dickson,2,2,9,2043,51
47043,Dickson,2,2,10,2043,55
47043,Dickson,2,2,11,2043,56
47043,Dickson,2,2,12,2043,54
47043,Dickson,2,2,13,2043,62
47043,Dickson,2,2,14,2043,55
47043,Dickson,2,2,15,2043,46
47043,Dickson,2,2,16,2043,44
47043,Dickson,2,2,17,2043,35
47043,Dickson,2,2,18,2043,34
47043,Dickson,3,1,1,2043,319
47043,Dickson,3,1,2,2043,274
47043,Dickson,3,1,3,2043,252
47043,Dickson,3,1,4,2043,232
47043,Dickson,3,1,5,2043,211
47043,Dickson,3,1,6,2043,168
47043,Dickson,3,1,7,2043,158
47043,Dickson,3,1,8,2043,139
47043,Dickson,3,1,9,2043,116
47043,Dickson,3,1,10,2043,101
47043,Dickson,3,1,11,2043,94
47043,Dickson,3,1,12,2043,94
47043,Dickson,3,1,13,2043,71
47043,Dickson,3,1,14,2043,64
47043,Dickson,3,1,15,2043,52
47043,Dickson,3,1,16,2043,37
47043,Dickson,3,1,17,2043,22
47043,Dickson,3,1,18,2043,20
47043,Dickson,3,2,1,2043,304
47043,Dickson,3,2,2,2043,284
47043,Dickson,3,2,3,2043,262
47043,Dickson,3,2,4,2043,230
47043,Dickson,3,2,5,2043,200
47043,Dickson,3,2,6,2043,179
47043,Dickson,3,2,7,2043,184
47043,Dickson,3,2,8,2043,178
47043,Dickson,3,2,9,2043,178
47043,Dickson,3,2,10,2043,150
47043,Dickson,3,2,11,2043,125
47043,Dickson,3,2,12,2043,106
47043,Dickson,3,2,13,2043,89
47043,Dickson,3,2,14,2043,50
47043,Dickson,3,2,15,2043,53
47043,Dickson,3,2,16,2043,50
47043,Dickson,3,2,17,2043,36
47043,Dickson,3,2,18,2043,39
47043,Dickson,4,1,1,2043,131
47043,Dickson,4,1,2,2043,133
47043,Dickson,4,1,3,2043,133
47043,Dickson,4,1,4,2043,116
47043,Dickson,4,1,5,2043,113
47043,Dickson,4,1,6,2043,116
47043,Dickson,4,1,7,2043,111
47043,Dickson,4,1,8,2043,100
47043,Dickson,4,1,9,2043,86
47043,Dickson,4,1,10,2043,76
47043,Dickson,4,1,11,2043,72
47043,Dickson,4,1,12,2043,67
47043,Dickson,4,1,13,2043,61
47043,Dickson,4,1,14,2043,58
47043,Dickson,4,1,15,2043,48
47043,Dickson,4,1,16,2043,34
47043,Dickson,4,1,17,2043,25
47043,Dickson,4,1,18,2043,26
47043,Dickson,4,2,1,2043,172
47043,Dickson,4,2,2,2043,171
47043,Dickson,4,2,3,2043,165
47043,Dickson,4,2,4,2043,153
47043,Dickson,4,2,5,2043,130
47043,Dickson,4,2,6,2043,115
47043,Dickson,4,2,7,2043,102
47043,Dickson,4,2,8,2043,98
47043,Dickson,4,2,9,2043,84
47043,Dickson,4,2,10,2043,85
47043,Dickson,4,2,11,2043,67
47043,Dickson,4,2,12,2043,57
47043,Dickson,4,2,13,2043,54
47043,Dickson,4,2,14,2043,49
47043,Dickson,4,2,15,2043,46
47043,Dickson,4,2,16,2043,39
47043,Dickson,4,2,17,2043,40
47043,Dickson,4,2,18,2043,47
47045,Dyer,1,1,1,2043,688
47045,Dyer,1,1,2,2043,719
47045,Dyer,1,1,3,2043,800
47045,Dyer,1,1,4,2043,781
47045,Dyer,1,1,5,2043,718
47045,Dyer,1,1,6,2043,742
47045,Dyer,1,1,7,2043,736
47045,Dyer,1,1,8,2043,727
47045,Dyer,1,1,9,2043,738
47045,Dyer,1,1,10,2043,737
47045,Dyer,1,1,11,2043,725
47045,Dyer,1,1,12,2043,734
47045,Dyer,1,1,13,2043,694
47045,Dyer,1,1,14,2043,656
47045,Dyer,1,1,15,2043,614
47045,Dyer,1,1,16,2043,475
47045,Dyer,1,1,17,2043,322
47045,Dyer,1,1,18,2043,277
47045,Dyer,1,2,1,2043,642
47045,Dyer,1,2,2,2043,666
47045,Dyer,1,2,3,2043,772
47045,Dyer,1,2,4,2043,730
47045,Dyer,1,2,5,2043,679
47045,Dyer,1,2,6,2043,708
47045,Dyer,1,2,7,2043,750
47045,Dyer,1,2,8,2043,751
47045,Dyer,1,2,9,2043,761
47045,Dyer,1,2,10,2043,752
47045,Dyer,1,2,11,2043,769
47045,Dyer,1,2,12,2043,770
47045,Dyer,1,2,13,2043,719
47045,Dyer,1,2,14,2043,719
47045,Dyer,1,2,15,2043,696
47045,Dyer,1,2,16,2043,585
47045,Dyer,1,2,17,2043,440
47045,Dyer,1,2,18,2043,488
47045,Dyer,2,1,1,2043,167
47045,Dyer,2,1,2,2043,171
47045,Dyer,2,1,3,2043,186
47045,Dyer,2,1,4,2043,179
47045,Dyer,2,1,5,2043,172
47045,Dyer,2,1,6,2043,168
47045,Dyer,2,1,7,2043,166
47045,Dyer,2,1,8,2043,146
47045,Dyer,2,1,9,2043,147
