GEOID,CTYNAME,RACE,SEX,AGEGRP,YEAR,POPULATION
47187,Williamson,2,1,5,2026,367
47187,Williamson,2,1,6,2026,380
47187,Williamson,2,1,7,2026,360
47187,Williamson,2,1,8,2026,374
47187,Williamson,2,1,9,2026,430
47187,Williamson,2,1,10,2026,459
47187,Williamson,2,1,11,2026,442
47187,Williamson,2,1,12,2026,425
47187,Williamson,2,1,13,2026,372
47187,Williamson,2,1,14,2026,291
47187,Williamson,2,1,15,2026,197
47187,Williamson,2,1,16,2026,119
47187,Williamson,2,1,17,2026,68
47187,Williamson,2,1,18,2026,45
47187,Williamson,2,2,1,2026,261
47187,Williamson,2,2,2,2026,295
47187,Williamson,2,2,3,2026,382
47187,Williamson,2,2,4,2026,392
47187,Williamson,2,2,5,2026,340
47187,Williamson,2,2,6,2026,299
47187,Williamson,2,2,7,2026,288
47187,Williamson,2,2,8,2026,353
47187,Williamson,2,2,9,2026,409
47187,Williamson,2,2,10,2026,427
47187,Williamson,2,2,11,2026,439
47187,Williamson,2,2,12,2026,425
47187,Williamson,2,2,13,2026,400
47187,Williamson,2,2,14,2026,359
47187,Williamson,2,2,15,2026,287
47187,Williamson,2,2,16,2026,187
47187,Williamson,2,2,17,2026,112
47187,Williamson,2,2,18,2026,92
47187,Williamson,3,1,1,2026,735
47187,Williamson,3,1,2,2026,656
47187,Williamson,3,1,3,2026,723
47187,Williamson,3,1,4,2026,769
47187,Williamson,3,1,5,2026,638
47187,Williamson,3,1,6,2026,433
47187,Williamson,3,1,7,2026,402
47187,Williamson,3,1,8,2026,447
47187,Williamson,3,1,9,2026,612
47187,Williamson,3,1,10,2026,648
47187,Williamson,3,1,11,2026,564
47187,Williamson,3,1,12,2026,415
47187,Williamson,3,1,13,2026,293
47187,Williamson,3,1,14,2026,204
47187,Williamson,3,1,15,2026,131
47187,Williamson,3,1,16,2026,78
47187,Williamson,3,1,17,2026,44
47187,Williamson,3,1,18,2026,41
47187,Williamson,3,2,1,2026,713
47187,Williamson,3,2,2,2026,647
47187,Williamson,3,2,3,2026,703
47187,Williamson,3,2,4,2026,707
47187,Williamson,3,2,5,2026,642
47187,Williamson,3,2,6,2026,514
47187,Williamson,3,2,7,2026,452
47187,Williamson,3,2,8,2026,530
47187,Williamson,3,2,9,2026,645
47187,Williamson,3,2,10,2026,659
47187,Williamson,3,2,11,2026,546
47187,Williamson,3,2,12,2026,401
47187,Williamson,3,2,13,2026,310
47187,Williamson,3,2,14,2026,216
47187,Williamson,3,2,15,2026,152
47187,Williamson,3,2,16,2026,98
47187,Williamson,3,2,17,2026,58
47187,Williamson,3,2,18,2026,74
47187,Williamson,4,1,1,2026,818
47187,Williamson,4,1,2,2026,1070
47187,Williamson,4,1,3,2026,1170
47187,Williamson,4,1,4,2026,997
47187,Williamson,4,1,5,2026,671
47187,Williamson,4,1,6,2026,501
47187,Williamson,4,1,7,2026,639
47187,Williamson,4,1,8,2026,902
47187,Williamson,4,1,9,2026,1154
47187,Williamson,4,1,10,2026,1097
47187,Williamson,4,1,11,2026,832
47187,Williamson,4,1,12,2026,570
47187,Williamson,4,1,13,2026,382
47187,Williamson,4,1,14,2026,256
47187,Williamson,4,1,15,2026,164
47187,Williamson,4,1,16,2026,119
47187,Williamson,4,1,17,2026,84
47187,Williamson,4,1,18,2026,65
47187,Williamson,4,2,1,2026,820
47187,Williamson,4,2,2,2026,1058
47187,Williamson,4,2,3,2026,1121
47187,Williamson,4,2,4,2026,994
47187,Williamson,4,2,5,2026,704
47187,Williamson,4,2,6,2026,535
47187,Williamson,4,2,7,2026,706
47187,Williamson,4,2,8,2026,967
47187,Williamson,4,2,9,2026,1106
47187,Williamson,4,2,10,2026,992
47187,Williamson,4,2,11,2026,764
47187,Williamson,4,2,12,2026,540
47187,Williamson,4,2,13,2026,383
47187,Williamson,4,2,14,2026,285
47187,Williamson,4,2,15,2026,195
47187,Williamson,4,2,16,2026,136
47187,Williamson,4,2,17,2026,91
47187,Williamson,4,2,18,2026,80
47189,Wilson,1,1,1,2026,3728
47189,Wilson,1,1,2,2026,4192
47189,Wilson,1,1,3,2026,4533
47189,Wilson,1,1,4,2026,4292
47189,Wilson,1,1,5,2026,3766
47189,Wilson,1,1,6,2026,3723
47189,Wilson,1,1,7,2026,4278
47189,Wilson,1,1,8,2026,4798
47189,Wilson,1,1,9,2026,5089
47189,Wilson,1,1,10,2026,4904
47189,Wilson,1,1,11,2026,4902
47189,Wilson,1,1,12,2026,4847
47189,Wilson,1,1,13,2026,4603
47189,Wilson,1,1,14,2026,4084
47189,Wilson,1,1,15,2026,3341
47189,Wilson,1,1,16,2026,2414
47189,Wilson,1,1,17,2026,1444
47189,Wilson,1,1,18,2026,951
47189,Wilson,1,2,1,2026,3717
47189,Wilson,1,2,2,2026,4085
47189,Wilson,1,2,3,2026,4370
47189,Wilson,1,2,4,2026,3925
47189,Wilson,1,2,5,2026,3407
47189,Wilson,1,2,6,2026,3722
47189,Wilson,1,2,7,2026,4466
47189,Wilson,1,2,8,2026,4904
47189,Wilson,1,2,9,2026,4978
47189,Wilson,1,2,10,2026,4627
47189,Wilson,1,2,11,2026,4644
47189,Wilson,1,2,12,2026,4903
47189,Wilson,1,2,13,2026,4783
47189,Wilson,1,2,14,2026,4455
47189,Wilson,1,2,15,2026,3823
47189,Wilson,1,2,16,2026,2904
47189,Wilson,1,2,17,2026,1938
47189,Wilson,1,2,18,2026,1721
47189,Wilson,2,1,1,2026,405
47189,Wilson,2,1,2,2026,443
47189,Wilson,2,1,3,2026,496
47189,Wilson,2,1,4,2026,511
47189,Wilson,2,1,5,2026,536
47189,Wilson,2,1,6,2026,511
47189,Wilson,2,1,7,2026,547
47189,Wilson,2,1,8,2026,537
47189,Wilson,2,1,9,2026,523
47189,Wilson,2,1,10,2026,524
47189,Wilson,2,1,11,2026,478
47189,Wilson,2,1,12,2026,410
47189,Wilson,2,1,13,2026,354
47189,Wilson,2,1,14,2026,276
47189,Wilson,2,1,15,2026,191
47189,Wilson,2,1,16,2026,106
47189,Wilson,2,1,17,2026,56
47189,Wilson,2,1,18,2026,34
47189,Wilson,2,2,1,2026,389
47189,Wilson,2,2,2,2026,425
47189,Wilson,2,2,3,2026,488
47189,Wilson,2,2,4,2026,464
47189,Wilson,2,2,5,2026,423
47189,Wilson,2,2,6,2026,442
47189,Wilson,2,2,7,2026,492
47189,Wilson,2,2,8,2026,560
47189,Wilson,2,2,9,2026,586
47189,Wilson,2,2,10,2026,519
47189,Wilson,2,2,11,2026,463
47189,Wilson,2,2,12,2026,418
47189,Wilson,2,2,13,2026,377
47189,Wilson,2,2,14,2026,323
47189,Wilson,2,2,15,2026,256
47189,Wilson,2,2,16,2026,183
47189,Wilson,2,2,17,2026,114
47189,Wilson,2,2,18,2026,90
47189,Wilson,3,1,1,2026,629
47189,Wilson,3,1,2,2026,545
47189,Wilson,3,1,3,2026,573
47189,Wilson,3,1,4,2026,547
47189,Wilson,3,1,5,2026,473
47189,Wilson,3,1,6,2026,374
47189,Wilson,3,1,7,2026,406
47189,Wilson,3,1,8,2026,401
47189,Wilson,3,1,9,2026,420
47189,Wilson,3,1,10,2026,402
47189,Wilson,3,1,11,2026,329
47189,Wilson,3,1,12,2026,238
47189,Wilson,3,1,13,2026,170
47189,Wilson,3,1,14,2026,116
47189,Wilson,3,1,15,2026,70
47189,Wilson,3,1,16,2026,35
47189,Wilson,3,1,17,2026,22
47189,Wilson,3,1,18,2026,21
47189,Wilson,3,2,1,2026,623
47189,Wilson,3,2,2,2026,568
47189,Wilson,3,2,3,2026,572
47189,Wilson,3,2,4,2026,486
47189,Wilson,3,2,5,2026,398
47189,Wilson,3,2,6,2026,376
47189,Wilson,3,2,7,2026,405
47189,Wilson,3,2,8,2026,408
47189,Wilson,3,2,9,2026,419
47189,Wilson,3,2,10,2026,403
47189,Wilson,3,2,11,2026,307
47189,Wilson,3,2,12,2026,224
47189,Wilson,3,2,13,2026,157
47189,Wilson,3,2,14,2026,114
47189,Wilson,3,2,15,2026,76
47189,Wilson,3,2,16,2026,48
47189,Wilson,3,2,17,2026,23
47189,Wilson,3,2,18,2026,26
47189,Wilson,4,1,1,2026,433
47189,Wilson,4,1,2,2026,468
47189,Wilson,4,1,3,2026,429
47189,Wilson,4,1,4,2026,354
47189,Wilson,4,1,5,2026,276
47189,Wilson,4,1,6,2026,261
47189,Wilson,4,1,7,2026,354
47189,Wilson,4,1,8,2026,412
47189,Wilson,4,1,9,2026,404
47189,Wilson,4,1,10,2026,311
47189,Wilson,4,1,11,2026,227
47189,Wilson,4,1,12,2026,169
47189,Wilson,4,1,13,2026,149
47189,Wilson,4,1,14,2026,117
47189,Wilson,4,1,15,2026,79
47189,Wilson,4,1,16,2026,52
47189,Wilson,4,1,17,2026,34
47189,Wilson,4,1,18,2026,25
47189,Wilson,4,2,1,2026,458
47189,Wilson,4,2,2,2026,476
47189,Wilson,4,2,3,2026,438
47189,Wilson,4,2,4,2026,357
47189,Wilson,4,2,5,2026,281
47189,Wilson,4,2,6,2026,293
47189,Wilson,4,2,7,2026,374
47189,Wilson,4,2,8,2026,419
47189,Wilson,4,2,9,2026,344
47189,Wilson,4,2,10,2026,266
47189,Wilson,4,2,11,2026,208
47189,Wilson,4,2,12,2026,180
47189,Wilson,4,2,13,2026,158
47189,Wilson,4,2,14,2026,134
47189,Wilson,4,2,15,2026,90
47189,Wilson,4,2,16,2026,66
47189,Wilson,4,2,17,2026,43
47189,Wilson,4,2,18,2026,40
47001,Anderson,1,1,1,2027,1817
47001,Anderson,1,1,2,2027,1910
47001,Anderson,1,1,3,2027,2055
47001,Anderson,1,1,4,2027,2045
47001,Anderson,1,1,5,2027,1989
47001,Anderson,1,1,6,2027,2179
47001,Anderson,1,1,7,2027,2288
47001,Anderson,1,1,8,2027,2288
47001,Anderson,1,1,9,2027,2292
47001,Anderson,1,1,10,2027,2170
47001,Anderson,1,1,11,2027,2174
47001,Anderson,1,1,12,2027,2318
47001,Anderson,1,1,13,2027,2378
47001,Anderson,1,1,14,2027,2251
47001,Anderson,1,1,15,2027,1921
47001,Anderson,1,1,16,2027,1437
47001,Anderson,1,1,17,2027,883
47001,Anderson,1,1,18,2027,711
47001,Anderson,1,2,1,2027,1719
47001,Anderson,1,2,2,2027,1828
47001,Anderson,1,2,3,2027,2025
47001,Anderson,1,2,4,2027,1880
47001,Anderson,1,2,5,2027,1853
47001,Anderson,1,2,6,2027,2080
47001,Anderson,1,2,7,2027,2201
47001,Anderson,1,2,8,2027,2194
47001,Anderson,1,2,9,2027,2152
47001,Anderson,1,2,10,2027,2090
47001,Anderson,1,2,11,2027,2194
47001,Anderson,1,2,12,2027,2427
47001,Anderson,1,2,13,2027,2524
47001,Anderson,1,2,14,2027,2454
47001,Anderson,1,2,15,2027,2223
47001,Anderson,1,2,16,2027,1697
47001,Anderson,1,2,17,2027,1171
47001,Anderson,1,2,18,2027,1266
47001,Anderson,2,1,1,2027,90
47001,Anderson,2,1,2,2027,99
47001,Anderson,2,1,3,2027,100
47001,Anderson,2,1,4,2027,102
47001,Anderson,2,1,5,2027,118
47001,Anderson,2,1,6,2027,122
47001,Anderson,2,1,7,2027,135
47001,Anderson,2,1,8,2027,132
47001,Anderson,2,1,9,2027,110
47001,Anderson,2,1,10,2027,104
47001,Anderson,2,1,11,2027,104
47001,Anderson,2,1,12,2027,103
47001,Anderson,2,1,13,2027,97
47001,Anderson,2,1,14,2027,74
47001,Anderson,2,1,15,2027,54
47001,Anderson,2,1,16,2027,36
47001,Anderson,2,1,17,2027,21
47001,Anderson,2,1,18,2027,16
47001,Anderson,2,2,1,2027,84
47001,Anderson,2,2,2,2027,91
47001,Anderson,2,2,3,2027,86
47001,Anderson,2,2,4,2027,80
47001,Anderson,2,2,5,2027,81
47001,Anderson,2,2,6,2027,105
47001,Anderson,2,2,7,2027,115
47001,Anderson,2,2,8,2027,101
47001,Anderson,2,2,9,2027,98
47001,Anderson,2,2,10,2027,90
47001,Anderson,2,2,11,2027,88
47001,Anderson,2,2,12,2027,89
47001,Anderson,2,2,13,2027,102
47001,Anderson,2,2,14,2027,100
47001,Anderson,2,2,15,2027,76
47001,Anderson,2,2,16,2027,52
47001,Anderson,2,2,17,2027,35
47001,Anderson,2,2,18,2027,30
47001,Anderson,3,1,1,2027,185
47001,Anderson,3,1,2,2027,180
47001,Anderson,3,1,3,2027,200
47001,Anderson,3,1,4,2027,194
47001,Anderson,3,1,5,2027,155
47001,Anderson,3,1,6,2027,126
47001,Anderson,3,1,7,2027,115
47001,Anderson,3,1,8,2027,111
47001,Anderson,3,1,9,2027,111
47001,Anderson,3,1,10,2027,106
47001,Anderson,3,1,11,2027,110
47001,Anderson,3,1,12,2027,97
47001,Anderson,3,1,13,2027,72
47001,Anderson,3,1,14,2027,52
47001,Anderson,3,1,15,2027,31
47001,Anderson,3,1,16,2027,18
47001,Anderson,3,1,17,2027,9
47001,Anderson,3,1,18,2027,9
47001,Anderson,3,2,1,2027,192
47001,Anderson,3,2,2,2027,176
47001,Anderson,3,2,3,2027,174
47001,Anderson,3,2,4,2027,155
47001,Anderson,3,2,5,2027,139
47001,Anderson,3,2,6,2027,123
47001,Anderson,3,2,7,2027,129
47001,Anderson,3,2,8,2027,114
47001,Anderson,3,2,9,2027,112
47001,Anderson,3,2,10,2027,107
47001,Anderson,3,2,11,2027,99
47001,Anderson,3,2,12,2027,83
47001,Anderson,3,2,13,2027,58
47001,Anderson,3,2,14,2027,43
47001,Anderson,3,2,15,2027,30
47001,Anderson,3,2,16,2027,22
47001,Anderson,3,2,17,2027,13
47001,Anderson,3,2,18,2027,17
47001,Anderson,4,1,1,2027,160
47001,Anderson,4,1,2,2027,171
47001,Anderson,4,1,3,2027,168
47001,Anderson,4,1,4,2027,149
47001,Anderson,4,1,5,2027,122
47001,Anderson,4,1,6,2027,147
47001,Anderson,4,1,7,2027,164
47001,Anderson,4,1,8,2027,115
47001,Anderson,4,1,9,2027,90
47001,Anderson,4,1,10,2027,77
47001,Anderson,4,1,11,2027,74
47001,Anderson,4,1,12,2027,71
47001,Anderson,4,1,13,2027,76
47001,Anderson,4,1,14,2027,66
47001,Anderson,4,1,15,2027,55
47001,Anderson,4,1,16,2027,37
47001,Anderson,4,1,17,2027,26
47001,Anderson,4,1,18,2027,19
47001,Anderson,4,2,1,2027,198
47001,Anderson,4,2,2,2027,190
47001,Anderson,4,2,3,2027,163
47001,Anderson,4,2,4,2027,134
47001,Anderson,4,2,5,2027,115
47001,Anderson,4,2,6,2027,118
47001,Anderson,4,2,7,2027,118
47001,Anderson,4,2,8,2027,114
47001,Anderson,4,2,9,2027,101
47001,Anderson,4,2,10,2027,96
47001,Anderson,4,2,11,2027,88
47001,Anderson,4,2,12,2027,81
47001,Anderson,4,2,13,2027,88
47001,Anderson,4,2,14,2027,85
47001,Anderson,4,2,15,2027,71
47001,Anderson,4,2,16,2027,47
47001,Anderson,4,2,17,2027,31
47001,Anderson,4,2,18,2027,32
47003,Bedford,1,1,1,2027,1194
47003,Bedford,1,1,2,2027,1154
47003,Bedford,1,1,3,2027,1225
47003,Bedford,1,1,4,2027,1193
47003,Bedford,1,1,5,2027,1221
47003,Bedford,1,1,6,2027,1321
47003,Bedford,1,1,7,2027,1330
47003,Bedford,1,1,8,2027,1259
47003,Bedford,1,1,9,2027,1239
47003,Bedford,1,1,10,2027,1248
47003,Bedford,1,1,11,2027,1301
47003,Bedford,1,1,12,2027,1376
47003,Bedford,1,1,13,2027,1333
47003,Bedford,1,1,14,2027,1155
47003,Bedford,1,1,15,2027,952
47003,Bedford,1,1,16,2027,696
47003,Bedford,1,1,17,2027,424
47003,Bedford,1,1,18,2027,279
47003,Bedford,1,2,1,2027,1181
47003,Bedford,1,2,2,2027,1129
47003,Bedford,1,2,3,2027,1163
47003,Bedford,1,2,4,2027,1096
47003,Bedford,1,2,5,2027,1083
47003,Bedford,1,2,6,2027,1204
47003,Bedford,1,2,7,2027,1303
47003,Bedford,1,2,8,2027,1309
47003,Bedford,1,2,9,2027,1288
47003,Bedford,1,2,10,2027,1291
47003,Bedford,1,2,11,2027,1374
47003,Bedford,1,2,12,2027,1451
47003,Bedford,1,2,13,2027,1410
47003,Bedford,1,2,14,2027,1290
47003,Bedford,1,2,15,2027,1119
47003,Bedford,1,2,16,2027,843
47003,Bedford,1,2,17,2027,575
47003,Bedford,1,2,18,2027,465
47003,Bedford,2,1,1,2027,119
47003,Bedford,2,1,2,2027,115
47003,Bedford,2,1,3,2027,125
47003,Bedford,2,1,4,2027,113
47003,Bedford,2,1,5,2027,122
47003,Bedford,2,1,6,2027,167
47003,Bedford,2,1,7,2027,223
47003,Bedford,2,1,8,2027,213
47003,Bedford,2,1,9,2027,193
47003,Bedford,2,1,10,2027,170
47003,Bedford,2,1,11,2027,150
47003,Bedford,2,1,12,2027,133
47003,Bedford,2,1,13,2027,121
47003,Bedford,2,1,14,2027,105
47003,Bedford,2,1,15,2027,72
47003,Bedford,2,1,16,2027,42
47003,Bedford,2,1,17,2027,24
47003,Bedford,2,1,18,2027,9
47003,Bedford,2,2,1,2027,128
47003,Bedford,2,2,2,2027,135
47003,Bedford,2,2,3,2027,136
47003,Bedford,2,2,4,2027,112
47003,Bedford,2,2,5,2027,103
47003,Bedford,2,2,6,2027,130
47003,Bedford,2,2,7,2027,135
47003,Bedford,2,2,8,2027,133
47003,Bedford,2,2,9,2027,131
47003,Bedford,2,2,10,2027,112
47003,Bedford,2,2,11,2027,103
47003,Bedford,2,2,12,2027,127
47003,Bedford,2,2,13,2027,126
47003,Bedford,2,2,14,2027,115
47003,Bedford,2,2,15,2027,97
47003,Bedford,2,2,16,2027,70
47003,Bedford,2,2,17,2027,46
47003,Bedford,2,2,18,2027,41
47003,Bedford,3,1,1,2027,603
47003,Bedford,3,1,2,2027,515
47003,Bedford,3,1,3,2027,468
47003,Bedford,3,1,4,2027,445
47003,Bedford,3,1,5,2027,409
47003,Bedford,3,1,6,2027,345
47003,Bedford,3,1,7,2027,331
47003,Bedford,3,1,8,2027,315
47003,Bedford,3,1,9,2027,274
47003,Bedford,3,1,10,2027,229
47003,Bedford,3,1,11,2027,180
47003,Bedford,3,1,12,2027,129
47003,Bedford,3,1,13,2027,92
47003,Bedford,3,1,14,2027,66
47003,Bedford,3,1,15,2027,43
47003,Bedford,3,1,16,2027,21
47003,Bedford,3,1,17,2027,11
47003,Bedford,3,1,18,2027,4
47003,Bedford,3,2,1,2027,580
47003,Bedford,3,2,2,2027,491
47003,Bedford,3,2,3,2027,472
47003,Bedford,3,2,4,2027,433
47003,Bedford,3,2,5,2027,377
47003,Bedford,3,2,6,2027,311
47003,Bedford,3,2,7,2027,278
47003,Bedford,3,2,8,2027,264
47003,Bedford,3,2,9,2027,237
47003,Bedford,3,2,10,2027,192
47003,Bedford,3,2,11,2027,150
47003,Bedford,3,2,12,2027,112
47003,Bedford,3,2,13,2027,78
47003,Bedford,3,2,14,2027,55
47003,Bedford,3,2,15,2027,39
47003,Bedford,3,2,16,2027,23
47003,Bedford,3,2,17,2027,17
47003,Bedford,3,2,18,2027,23
47003,Bedford,4,1,1,2027,98
47003,Bedford,4,1,2,2027,109
47003,Bedford,4,1,3,2027,117
47003,Bedford,4,1,4,2027,138
47003,Bedford,4,1,5,2027,91
47003,Bedford,4,1,6,2027,75
47003,Bedford,4,1,7,2027,61
47003,Bedford,4,1,8,2027,47
47003,Bedford,4,1,9,2027,44
47003,Bedford,4,1,10,2027,47
47003,Bedford,4,1,11,2027,47
47003,Bedford,4,1,12,2027,45
47003,Bedford,4,1,13,2027,44
47003,Bedford,4,1,14,2027,34
47003,Bedford,4,1,15,2027,25
47003,Bedford,4,1,16,2027,19
47003,Bedford,4,1,17,2027,14
47003,Bedford,4,1,18,2027,12
47003,Bedford,4,2,1,2027,116
47003,Bedford,4,2,2,2027,118
47003,Bedford,4,2,3,2027,109
47003,Bedford,4,2,4,2027,107
47003,Bedford,4,2,5,2027,91
47003,Bedford,4,2,6,2027,72
47003,Bedford,4,2,7,2027,59
47003,Bedford,4,2,8,2027,48
47003,Bedford,4,2,9,2027,38
47003,Bedford,4,2,10,2027,35
47003,Bedford,4,2,11,2027,33
47003,Bedford,4,2,12,2027,35
47003,Bedford,4,2,13,2027,36
47003,Bedford,4,2,14,2027,31
47003,Bedford,4,2,15,2027,28
47003,Bedford,4,2,16,2027,17
47003,Bedford,4,2,17,2027,9
47003,Bedford,4,2,18,2027,10
47005,Benton,1,1,1,2027,342
47005,Benton,1,1,2,2027,390
47005,Benton,1,1,3,2027,430
47005,Benton,1,1,4,2027,396
47005,Benton,1,1,5,2027,369
47005,Benton,1,1,6,2027,344
47005,Benton,1,1,7,2027,366
47005,Benton,1,1,8,2027,368
47005,Benton,1,1,9,2027,378
47005,Benton,1,1,10,2027,409
47005,Benton,1,1,11,2027,453
47005,Benton,1,1,12,2027,495
47005,Benton,1,1,13,2027,529
47005,Benton,1,1,14,2027,548
47005,Benton,1,1,15,2027,490
47005,Benton,1,1,16,2027,353
47005,Benton,1,1,17,2027,202
47005,Benton,1,1,18,2027,153
47005,Benton,1,2,1,2027,318
47005,Benton,1,2,2,2027,351
47005,Benton,1,2,3,2027,397
47005,Benton,1,2,4,2027,382
47005,Benton,1,2,5,2027,340
47005,Benton,1,2,6,2027,344
47005,Benton,1,2,7,2027,373
47005,Benton,1,2,8,2027,385
47005,Benton,1,2,9,2027,380
47005,Benton,1,2,10,2027,396
47005,Benton,1,2,11,2027,457
47005,Benton,1,2,12,2027,530
47005,Benton,1,2,13,2027,554
47005,Benton,1,2,14,2027,563
47005,Benton,1,2,15,2027,518
47005,Benton,1,2,16,2027,394
47005,Benton,1,2,17,2027,267
47005,Benton,1,2,18,2027,274
47005,Benton,2,1,1,2027,14
47005,Benton,2,1,2,2027,14
47005,Benton,2,1,3,2027,15
47005,Benton,2,1,4,2027,11
47005,Benton,2,1,5,2027,11
47005,Benton,2,1,6,2027,9
47005,Benton,2,1,7,2027,13
47005,Benton,2,1,8,2027,17
47005,Benton,2,1,9,2027,16
47005,Benton,2,1,10,2027,17
47005,Benton,2,1,11,2027,15
47005,Benton,2,1,12,2027,18
47005,Benton,2,1,13,2027,16
47005,Benton,2,1,14,2027,13
47005,Benton,2,1,15,2027,13
47005,Benton,2,1,16,2027,7
47005,Benton,2,1,17,2027,4
47005,Benton,2,1,18,2027,1
47005,Benton,2,2,1,2027,9
47005,Benton,2,2,2,2027,10
47005,Benton,2,2,3,2027,12
47005,Benton,2,2,4,2027,9
47005,Benton,2,2,5,2027,8
47005,Benton,2,2,6,2027,9
47005,Benton,2,2,7,2027,12
47005,Benton,2,2,8,2027,10
47005,Benton,2,2,9,2027,13
47005,Benton,2,2,10,2027,12
47005,Benton,2,2,11,2027,12
47005,Benton,2,2,12,2027,10
47005,Benton,2,2,13,2027,11
47005,Benton,2,2,14,2027,11
47005,Benton,2,2,15,2027,10
47005,Benton,2,2,16,2027,9
47005,Benton,2,2,17,2027,8
47005,Benton,2,2,18,2027,7
47005,Benton,3,1,1,2027,23
47005,Benton,3,1,2,2027,21
47005,Benton,3,1,3,2027,22
47005,Benton,3,1,4,2027,20
47005,Benton,3,1,5,2027,14
47005,Benton,3,1,6,2027,16
47005,Benton,3,1,7,2027,19
47005,Benton,3,1,8,2027,21
47005,Benton,3,1,9,2027,21
47005,Benton,3,1,10,2027,20
47005,Benton,3,1,11,2027,18
47005,Benton,3,1,12,2027,19
47005,Benton,3,1,13,2027,15
47005,Benton,3,1,14,2027,13
47005,Benton,3,1,15,2027,10
47005,Benton,3,1,16,2027,6
47005,Benton,3,1,17,2027,4
47005,Benton,3,1,18,2027,2
47005,Benton,3,2,1,2027,21
47005,Benton,3,2,2,2027,26
47005,Benton,3,2,3,2027,25
47005,Benton,3,2,4,2027,14
47005,Benton,3,2,5,2027,15
47005,Benton,3,2,6,2027,14
47005,Benton,3,2,7,2027,14
47005,Benton,3,2,8,2027,13
47005,Benton,3,2,9,2027,14
47005,Benton,3,2,10,2027,14
47005,Benton,3,2,11,2027,10
47005,Benton,3,2,12,2027,9
47005,Benton,3,2,13,2027,13
47005,Benton,3,2,14,2027,15
47005,Benton,3,2,15,2027,12
47005,Benton,3,2,16,2027,7
47005,Benton,3,2,17,2027,4
47005,Benton,3,2,18,2027,8
47005,Benton,4,1,1,2027,21
47005,Benton,4,1,2,2027,28
47005,Benton,4,1,3,2027,30
47005,Benton,4,1,4,2027,24
47005,Benton,4,1,5,2027,19
47005,Benton,4,1,6,2027,14
47005,Benton,4,1,7,2027,9
47005,Benton,4,1,8,2027,9
47005,Benton,4,1,9,2027,13
47005,Benton,4,1,10,2027,15
47005,Benton,4,1,11,2027,12
47005,Benton,4,1,12,2027,12
47005,Benton,4,1,13,2027,16
47005,Benton,4,1,14,2027,14
47005,Benton,4,1,15,2027,13
47005,Benton,4,1,16,2027,9
47005,Benton,4,1,17,2027,6
47005,Benton,4,1,18,2027,6
47005,Benton,4,2,1,2027,24
47005,Benton,4,2,2,2027,23
47005,Benton,4,2,3,2027,22
47005,Benton,4,2,4,2027,17
47005,Benton,4,2,5,2027,14
47005,Benton,4,2,6,2027,13
47005,Benton,4,2,7,2027,13
47005,Benton,4,2,8,2027,13
47005,Benton,4,2,9,2027,11
47005,Benton,4,2,10,2027,15
47005,Benton,4,2,11,2027,17
47005,Benton,4,2,12,2027,17
47005,Benton,4,2,13,2027,16
47005,Benton,4,2,14,2027,22
47005,Benton,4,2,15,2027,5
47005,Benton,4,2,16,2027,2
47005,Benton,4,2,17,2027,3
47005,Benton,4,2,18,2027,4
47007,Bledsoe,1,1,1,2027,260
47007,Bledsoe,1,1,2,2027,246
47007,Bledsoe,1,1,3,2027,260
47007,Bledsoe,1,1,4,2027,263
47007,Bledsoe,1,1,5,2027,296
47007,Bledsoe,1,1,6,2027,437
47007,Bledsoe,1,1,7,2027,503
47007,Bledsoe,1,1,8,2027,570
47007,Bledsoe,1,1,9,2027,596
47007,Bledsoe,1,1,10,2027,581
47007,Bledsoe,1,1,11,2027,560
47007,Bledsoe,1,1,12,2027,580
47007,Bledsoe,1,1,13,2027,598
47007,Bledsoe,1,1,14,2027,524
47007,Bledsoe,1,1,15,2027,447
47007,Bledsoe,1,1,16,2027,340
47007,Bledsoe,1,1,17,2027,203
47007,Bledsoe,1,1,18,2027,165
47007,Bledsoe,1,2,1,2027,244
47007,Bledsoe,1,2,2,2027,229
47007,Bledsoe,1,2,3,2027,230
47007,Bledsoe,1,2,4,2027,214
47007,Bledsoe,1,2,5,2027,222
47007,Bledsoe,1,2,6,2027,275
47007,Bledsoe,1,2,7,2027,321
47007,Bledsoe,1,2,8,2027,330
47007,Bledsoe,1,2,9,2027,357
47007,Bledsoe,1,2,10,2027,386
47007,Bledsoe,1,2,11,2027,432
47007,Bledsoe,1,2,12,2027,508
47007,Bledsoe,1,2,13,2027,531
47007,Bledsoe,1,2,14,2027,505
47007,Bledsoe,1,2,15,2027,435
47007,Bledsoe,1,2,16,2027,315
47007,Bledsoe,1,2,17,2027,229
47007,Bledsoe,1,2,18,2027,203
47007,Bledsoe,2,1,1,2027,4
47007,Bledsoe,2,1,2,2027,4
47007,Bledsoe,2,1,3,2027,4
47007,Bledsoe,2,1,4,2027,55
47007,Bledsoe,2,1,5,2027,79
47007,Bledsoe,2,1,6,2027,118
47007,Bledsoe,2,1,7,2027,177
47007,Bledsoe,2,1,8,2027,159
47007,Bledsoe,2,1,9,2027,137
47007,Bledsoe,2,1,10,2027,99
47007,Bledsoe,2,1,11,2027,80
47007,Bledsoe,2,1,12,2027,46
47007,Bledsoe,2,1,13,2027,14
47007,Bledsoe,2,1,14,2027,13
47007,Bledsoe,2,1,15,2027,9
